recording_id,event_id,channel,audio_path,label,class_id,split
0002_0737s_shot_009_ch1,0002_0737s_shot_009,1,../../BEC/new-dataset/export/0002_0737s_shot_009/gunshot_unknown_9_ch1.wav,dana_artillery,1,train
0002_0737s_shot_009_ch2,0002_0737s_shot_009,2,../../BEC/new-dataset/export/0002_0737s_shot_009/gunshot_unknown_9_ch2.wav,dana_artillery,1,train
0002_0737s_shot_009_ch3,0002_0737s_shot_009,3,../../BEC/new-dataset/export/0002_0737s_shot_009/gunshot_unknown_9_ch3.wav,dana_artillery,1,train
0002_0737s_shot_009_ch4,0002_0737s_shot_009,4,../../BEC/new-dataset/export/0002_0737s_shot_009/gunshot_unknown_9_ch4.wav,dana_artillery,1,train
0002_0748s_shot_011_ch1,0002_0748s_shot_011,1,../../BEC/new-dataset/export/0002_0748s_shot_011/gunshot_unknown_11_ch1.wav,dana_artillery,1,val
0002_0750s_shot_012_ch1,0002_0750s_shot_012,1,../../BEC/new-dataset/export/0002_0750s_shot_012/gunshot_unknown_12_ch1.wav,dana_artillery,1,train
0002_0750s_shot_012_ch2,0002_0750s_shot_012,2,../../BEC/new-dataset/export/0002_0750s_shot_012/gunshot_unknown_12_ch2.wav,dana_artillery,1,train
0002_0750s_shot_012_ch3,0002_0750s_shot_012,3,../../BEC/new-dataset/export/0002_0750s_shot_012/gunshot_unknown_12_ch3.wav,dana_artillery,1,train
0002_0750s_shot_012_ch4,0002_0750s_shot_012,4,../../BEC/new-dataset/export/0002_0750s_shot_012/gunshot_unknown_12_ch4.wav,dana_artillery,1,train
0002_0756s_shot_013_ch1,0002_0756s_shot_013,1,../../BEC/new-dataset/export/0002_0756s_shot_013/gunshot_unknown_13_ch1.wav,dana_artillery,1,train
0002_0756s_shot_013_ch2,0002_0756s_shot_013,2,../../BEC/new-dataset/export/0002_0756s_shot_013/gunshot_unknown_13_ch2.wav,dana_artillery,1,train
0002_0756s_shot_013_ch3,0002_0756s_shot_013,3,../../BEC/new-dataset/export/0002_0756s_shot_013/gunshot_unknown_13_ch3.wav,dana_artillery,1,train
0002_0756s_shot_013_ch4,0002_0756s_shot_013,4,../../BEC/new-dataset/export/0002_0756s_shot_013/gunshot_unknown_13_ch4.wav,dana_artillery,1,train
0002_0764s_shot_017_ch1,0002_0764s_shot_017,1,../../BEC/new-dataset/export/0002_0764s_shot_017/gunshot_unknown_17_ch1.wav,dana_artillery,1,train
0002_0764s_shot_017_ch2,0002_0764s_shot_017,2,../../BEC/new-dataset/export/0002_0764s_shot_017/gunshot_unknown_17_ch2.wav,dana_artillery,1,train
0002_0764s_shot_017_ch3,0002_0764s_shot_017,3,../../BEC/new-dataset/export/0002_0764s_shot_017/gunshot_unknown_17_ch3.wav,dana_artillery,1,train
0002_0764s_shot_017_ch4,0002_0764s_shot_017,4,../../BEC/new-dataset/export/0002_0764s_shot_017/gunshot_unknown_17_ch4.wav,dana_artillery,1,train
0002_0780s_shot_019_ch1,0002_0780s_shot_019,1,../../BEC/new-dataset/export/0002_0780s_shot_019/gunshot_unknown_19_ch1.wav,dana_artillery,1,train
0002_0780s_shot_019_ch2,0002_0780s_shot_019,2,../../BEC/new-dataset/export/0002_0780s_shot_019/gunshot_unknown_19_ch2.wav,dana_artillery,1,train
0002_0780s_shot_019_ch3,0002_0780s_shot_019,3,../../BEC/new-dataset/export/0002_0780s_shot_019/gunshot_unknown_19_ch3.wav,dana_artillery,1,train
0002_0780s_shot_019_ch4,0002_0780s_shot_019,4,../../BEC/new-dataset/export/0002_0780s_shot_019/gunshot_unknown_19_ch4.wav,dana_artillery,1,train
0002_0807s_shot_021_ch1,0002_0807s_shot_021,1,../../BEC/new-dataset/export/0002_0807s_shot_021/gunshot_unknown_21_ch1.wav,dana_artillery,1,train
0002_0807s_shot_021_ch2,0002_0807s_shot_021,2,../../BEC/new-dataset/export/0002_0807s_shot_021/gunshot_unknown_21_ch2.wav,dana_artillery,1,train
0002_0807s_shot_021_ch3,0002_0807s_shot_021,3,../../BEC/new-dataset/export/0002_0807s_shot_021/gunshot_unknown_21_ch3.wav,dana_artillery,1,train
0002_0807s_shot_021_ch4,0002_0807s_shot_021,4,../../BEC/new-dataset/export/0002_0807s_shot_021/gunshot_unknown_21_ch4.wav,dana_artillery,1,train
0003_0372s_shot_003_ch1,0003_0372s_shot_003,1,../../BEC/new-dataset/export/0003_0372s_shot_003/gunshot_unknown_3_ch1.wav,dana_artillery,1,train
0003_0372s_shot_003_ch2,0003_0372s_shot_003,2,../../BEC/new-dataset/export/0003_0372s_shot_003/gunshot_unknown_3_ch2.wav,dana_artillery,1,train
0003_0372s_shot_003_ch3,0003_0372s_shot_003,3,../../BEC/new-dataset/export/0003_0372s_shot_003/gunshot_unknown_3_ch3.wav,dana_artillery,1,train
0003_0372s_shot_003_ch4,0003_0372s_shot_003,4,../../BEC/new-dataset/export/0003_0372s_shot_003/gunshot_unknown_3_ch4.wav,dana_artillery,1,train
0003_0373s_shot_005_ch1,0003_0373s_shot_005,1,../../BEC/new-dataset/export/0003_0373s_shot_005/gunshot_unknown_5_ch1.wav,dana_artillery,1,train
0003_0373s_shot_005_ch2,0003_0373s_shot_005,2,../../BEC/new-dataset/export/0003_0373s_shot_005/gunshot_unknown_5_ch2.wav,dana_artillery,1,train
0003_0373s_shot_005_ch3,0003_0373s_shot_005,3,../../BEC/new-dataset/export/0003_0373s_shot_005/gunshot_unknown_5_ch3.wav,dana_artillery,1,train
0003_0373s_shot_005_ch4,0003_0373s_shot_005,4,../../BEC/new-dataset/export/0003_0373s_shot_005/gunshot_unknown_5_ch4.wav,dana_artillery,1,train
0003_0377s_shot_012_ch1,0003_0377s_shot_012,1,../../BEC/new-dataset/export/0003_0377s_shot_012/gunshot_unknown_12_ch1.wav,dana_artillery,1,val
0003_0397s_shot_019_ch1,0003_0397s_shot_019,1,../../BEC/new-dataset/export/0003_0397s_shot_019/gunshot_unknown_19_ch1.wav,dana_artillery,1,test
0003_0400s_shot_023_ch1,0003_0400s_shot_023,1,../../BEC/new-dataset/export/0003_0400s_shot_023/gunshot_unknown_23_ch1.wav,dana_artillery,1,train
0003_0400s_shot_023_ch2,0003_0400s_shot_023,2,../../BEC/new-dataset/export/0003_0400s_shot_023/gunshot_unknown_23_ch2.wav,dana_artillery,1,train
0003_0400s_shot_023_ch3,0003_0400s_shot_023,3,../../BEC/new-dataset/export/0003_0400s_shot_023/gunshot_unknown_23_ch3.wav,dana_artillery,1,train
0003_0400s_shot_023_ch4,0003_0400s_shot_023,4,../../BEC/new-dataset/export/0003_0400s_shot_023/gunshot_unknown_23_ch4.wav,dana_artillery,1,train
0004_0085s_shot_001_ch1,0004_0085s_shot_001,1,../../BEC/new-dataset/export/0004_0085s_shot_001/gunshot_unknown_1_ch1.wav,dana_artillery,1,train
0004_0085s_shot_001_ch2,0004_0085s_shot_001,2,../../BEC/new-dataset/export/0004_0085s_shot_001/gunshot_unknown_1_ch2.wav,dana_artillery,1,train
0004_0085s_shot_001_ch3,0004_0085s_shot_001,3,../../BEC/new-dataset/export/0004_0085s_shot_001/gunshot_unknown_1_ch3.wav,dana_artillery,1,train
0004_0085s_shot_001_ch4,0004_0085s_shot_001,4,../../BEC/new-dataset/export/0004_0085s_shot_001/gunshot_unknown_1_ch4.wav,dana_artillery,1,train
0004_0170s_shot_003_ch1,0004_0170s_shot_003,1,../../BEC/new-dataset/export/0004_0170s_shot_003/gunshot_unknown_3_ch1.wav,dana_artillery,1,val
0005_0580s_shot_006_ch1,0005_0580s_shot_006,1,../../BEC/new-dataset/export/0005_0580s_shot_006/gunshot_unknown_6_ch1.wav,dana_artillery,1,test
0005_0604s_shot_006_ch1,0005_0604s_shot_006,1,../../BEC/new-dataset/export/0005_0604s_shot_006/gunshot_unknown_6_ch1.wav,dana_artillery,1,val
0005_0607s_shot_150_ch1,0005_0607s_shot_150,1,../../BEC/new-dataset/export/0005_0607s_shot_150/gunshot_unknown_150_ch1.wav,dana_artillery,1,test
0005_0609s_shot_156_ch1,0005_0609s_shot_156,1,../../BEC/new-dataset/export/0005_0609s_shot_156/gunshot_unknown_156_ch1.wav,dana_artillery,1,train
0005_0609s_shot_156_ch2,0005_0609s_shot_156,2,../../BEC/new-dataset/export/0005_0609s_shot_156/gunshot_unknown_156_ch2.wav,dana_artillery,1,train
0005_0609s_shot_156_ch3,0005_0609s_shot_156,3,../../BEC/new-dataset/export/0005_0609s_shot_156/gunshot_unknown_156_ch3.wav,dana_artillery,1,train
0005_0609s_shot_156_ch4,0005_0609s_shot_156,4,../../BEC/new-dataset/export/0005_0609s_shot_156/gunshot_unknown_156_ch4.wav,dana_artillery,1,train
0005_0611s_shot_157_ch1,0005_0611s_shot_157,1,../../BEC/new-dataset/export/0005_0611s_shot_157/gunshot_unknown_157_ch1.wav,dana_artillery,1,train
0005_0611s_shot_157_ch2,0005_0611s_shot_157,2,../../BEC/new-dataset/export/0005_0611s_shot_157/gunshot_unknown_157_ch2.wav,dana_artillery,1,train
0005_0611s_shot_157_ch3,0005_0611s_shot_157,3,../../BEC/new-dataset/export/0005_0611s_shot_157/gunshot_unknown_157_ch3.wav,dana_artillery,1,train
0005_0611s_shot_157_ch4,0005_0611s_shot_157,4,../../BEC/new-dataset/export/0005_0611s_shot_157/gunshot_unknown_157_ch4.wav,dana_artillery,1,train
0005_0628s_shot_168_ch1,0005_0628s_shot_168,1,../../BEC/new-dataset/export/0005_0628s_shot_168/gunshot_unknown_168_ch1.wav,dana_artillery,1,val
0005_0629s_shot_170_ch1,0005_0629s_shot_170,1,../../BEC/new-dataset/export/0005_0629s_shot_170/gunshot_unknown_170_ch1.wav,dana_artillery,1,train
0005_0629s_shot_170_ch2,0005_0629s_shot_170,2,../../BEC/new-dataset/export/0005_0629s_shot_170/gunshot_unknown_170_ch2.wav,dana_artillery,1,train
0005_0629s_shot_170_ch3,0005_0629s_shot_170,3,../../BEC/new-dataset/export/0005_0629s_shot_170/gunshot_unknown_170_ch3.wav,dana_artillery,1,train
0005_0629s_shot_170_ch4,0005_0629s_shot_170,4,../../BEC/new-dataset/export/0005_0629s_shot_170/gunshot_unknown_170_ch4.wav,dana_artillery,1,train
0005_0631s_shot_014_ch1,0005_0631s_shot_014,1,../../BEC/new-dataset/export/0005_0631s_shot_014/gunshot_unknown_14_ch1.wav,dana_artillery,1,train
0005_0631s_shot_014_ch2,0005_0631s_shot_014,2,../../BEC/new-dataset/export/0005_0631s_shot_014/gunshot_unknown_14_ch2.wav,dana_artillery,1,train
0005_0631s_shot_014_ch3,0005_0631s_shot_014,3,../../BEC/new-dataset/export/0005_0631s_shot_014/gunshot_unknown_14_ch3.wav,dana_artillery,1,train
0005_0631s_shot_014_ch4,0005_0631s_shot_014,4,../../BEC/new-dataset/export/0005_0631s_shot_014/gunshot_unknown_14_ch4.wav,dana_artillery,1,train
0005_0631s_shot_173_ch1,0005_0631s_shot_173,1,../../BEC/new-dataset/export/0005_0631s_shot_173/gunshot_unknown_173_ch1.wav,dana_artillery,1,test
0005_0632s_shot_176_ch1,0005_0632s_shot_176,1,../../BEC/new-dataset/export/0005_0632s_shot_176/gunshot_unknown_176_ch1.wav,dana_artillery,1,test
0005_0636s_shot_181_ch1,0005_0636s_shot_181,1,../../BEC/new-dataset/export/0005_0636s_shot_181/gunshot_unknown_181_ch1.wav,dana_artillery,1,train
0005_0636s_shot_181_ch2,0005_0636s_shot_181,2,../../BEC/new-dataset/export/0005_0636s_shot_181/gunshot_unknown_181_ch2.wav,dana_artillery,1,train
0005_0636s_shot_181_ch3,0005_0636s_shot_181,3,../../BEC/new-dataset/export/0005_0636s_shot_181/gunshot_unknown_181_ch3.wav,dana_artillery,1,train
0005_0636s_shot_181_ch4,0005_0636s_shot_181,4,../../BEC/new-dataset/export/0005_0636s_shot_181/gunshot_unknown_181_ch4.wav,dana_artillery,1,train
0005_0651s_shot_021_ch1,0005_0651s_shot_021,1,../../BEC/new-dataset/export/0005_0651s_shot_021/gunshot_unknown_21_ch1.wav,dana_artillery,1,train
0005_0651s_shot_021_ch2,0005_0651s_shot_021,2,../../BEC/new-dataset/export/0005_0651s_shot_021/gunshot_unknown_21_ch2.wav,dana_artillery,1,train
0005_0651s_shot_021_ch3,0005_0651s_shot_021,3,../../BEC/new-dataset/export/0005_0651s_shot_021/gunshot_unknown_21_ch3.wav,dana_artillery,1,train
0005_0651s_shot_021_ch4,0005_0651s_shot_021,4,../../BEC/new-dataset/export/0005_0651s_shot_021/gunshot_unknown_21_ch4.wav,dana_artillery,1,train
0005_0655s_shot_022_ch1,0005_0655s_shot_022,1,../../BEC/new-dataset/export/0005_0655s_shot_022/gunshot_unknown_22_ch1.wav,dana_artillery,1,train
0005_0655s_shot_022_ch2,0005_0655s_shot_022,2,../../BEC/new-dataset/export/0005_0655s_shot_022/gunshot_unknown_22_ch2.wav,dana_artillery,1,train
0005_0655s_shot_022_ch3,0005_0655s_shot_022,3,../../BEC/new-dataset/export/0005_0655s_shot_022/gunshot_unknown_22_ch3.wav,dana_artillery,1,train
0005_0655s_shot_022_ch4,0005_0655s_shot_022,4,../../BEC/new-dataset/export/0005_0655s_shot_022/gunshot_unknown_22_ch4.wav,dana_artillery,1,train
0005_0662s_shot_201_ch1,0005_0662s_shot_201,1,../../BEC/new-dataset/export/0005_0662s_shot_201/gunshot_unknown_201_ch1.wav,dana_artillery,1,test
0005_0670s_shot_207_ch1,0005_0670s_shot_207,1,../../BEC/new-dataset/export/0005_0670s_shot_207/gunshot_unknown_207_ch1.wav,dana_artillery,1,train
0005_0670s_shot_207_ch2,0005_0670s_shot_207,2,../../BEC/new-dataset/export/0005_0670s_shot_207/gunshot_unknown_207_ch2.wav,dana_artillery,1,train
0005_0670s_shot_207_ch3,0005_0670s_shot_207,3,../../BEC/new-dataset/export/0005_0670s_shot_207/gunshot_unknown_207_ch3.wav,dana_artillery,1,train
0005_0670s_shot_207_ch4,0005_0670s_shot_207,4,../../BEC/new-dataset/export/0005_0670s_shot_207/gunshot_unknown_207_ch4.wav,dana_artillery,1,train
0005_0685s_shot_220_ch1,0005_0685s_shot_220,1,../../BEC/new-dataset/export/0005_0685s_shot_220/gunshot_unknown_220_ch1.wav,dana_artillery,1,test
0005_0686s_shot_222_ch1,0005_0686s_shot_222,1,../../BEC/new-dataset/export/0005_0686s_shot_222/gunshot_unknown_222_ch1.wav,dana_artillery,1,val
0005_0688s_shot_031_ch1,0005_0688s_shot_031,1,../../BEC/new-dataset/export/0005_0688s_shot_031/gunshot_unknown_31_ch1.wav,dana_artillery,1,val
0005_0688s_shot_224_ch1,0005_0688s_shot_224,1,../../BEC/new-dataset/export/0005_0688s_shot_224/gunshot_unknown_224_ch1.wav,dana_artillery,1,train
0005_0688s_shot_224_ch2,0005_0688s_shot_224,2,../../BEC/new-dataset/export/0005_0688s_shot_224/gunshot_unknown_224_ch2.wav,dana_artillery,1,train
0005_0688s_shot_224_ch3,0005_0688s_shot_224,3,../../BEC/new-dataset/export/0005_0688s_shot_224/gunshot_unknown_224_ch3.wav,dana_artillery,1,train
0005_0688s_shot_224_ch4,0005_0688s_shot_224,4,../../BEC/new-dataset/export/0005_0688s_shot_224/gunshot_unknown_224_ch4.wav,dana_artillery,1,train
0005_0690s_shot_032_ch1,0005_0690s_shot_032,1,../../BEC/new-dataset/export/0005_0690s_shot_032/gunshot_unknown_32_ch1.wav,dana_artillery,1,train
0005_0690s_shot_032_ch2,0005_0690s_shot_032,2,../../BEC/new-dataset/export/0005_0690s_shot_032/gunshot_unknown_32_ch2.wav,dana_artillery,1,train
0005_0690s_shot_032_ch3,0005_0690s_shot_032,3,../../BEC/new-dataset/export/0005_0690s_shot_032/gunshot_unknown_32_ch3.wav,dana_artillery,1,train
0005_0690s_shot_032_ch4,0005_0690s_shot_032,4,../../BEC/new-dataset/export/0005_0690s_shot_032/gunshot_unknown_32_ch4.wav,dana_artillery,1,train
0005_0690s_shot_227_ch1,0005_0690s_shot_227,1,../../BEC/new-dataset/export/0005_0690s_shot_227/gunshot_unknown_227_ch1.wav,dana_artillery,1,train
0005_0690s_shot_227_ch2,0005_0690s_shot_227,2,../../BEC/new-dataset/export/0005_0690s_shot_227/gunshot_unknown_227_ch2.wav,dana_artillery,1,train
0005_0690s_shot_227_ch3,0005_0690s_shot_227,3,../../BEC/new-dataset/export/0005_0690s_shot_227/gunshot_unknown_227_ch3.wav,dana_artillery,1,train
0005_0690s_shot_227_ch4,0005_0690s_shot_227,4,../../BEC/new-dataset/export/0005_0690s_shot_227/gunshot_unknown_227_ch4.wav,dana_artillery,1,train
0005_0697s_shot_036_ch1,0005_0697s_shot_036,1,../../BEC/new-dataset/export/0005_0697s_shot_036/gunshot_unknown_36_ch1.wav,dana_artillery,1,train
0005_0697s_shot_036_ch2,0005_0697s_shot_036,2,../../BEC/new-dataset/export/0005_0697s_shot_036/gunshot_unknown_36_ch2.wav,dana_artillery,1,train
0005_0697s_shot_036_ch3,0005_0697s_shot_036,3,../../BEC/new-dataset/export/0005_0697s_shot_036/gunshot_unknown_36_ch3.wav,dana_artillery,1,train
0005_0697s_shot_036_ch4,0005_0697s_shot_036,4,../../BEC/new-dataset/export/0005_0697s_shot_036/gunshot_unknown_36_ch4.wav,dana_artillery,1,train
0005_0700s_shot_037_ch1,0005_0700s_shot_037,1,../../BEC/new-dataset/export/0005_0700s_shot_037/gunshot_unknown_37_ch1.wav,dana_artillery,1,test
0005_0713s_shot_040_ch1,0005_0713s_shot_040,1,../../BEC/new-dataset/export/0005_0713s_shot_040/gunshot_unknown_40_ch1.wav,dana_artillery,1,train
0005_0713s_shot_040_ch2,0005_0713s_shot_040,2,../../BEC/new-dataset/export/0005_0713s_shot_040/gunshot_unknown_40_ch2.wav,dana_artillery,1,train
0005_0713s_shot_040_ch3,0005_0713s_shot_040,3,../../BEC/new-dataset/export/0005_0713s_shot_040/gunshot_unknown_40_ch3.wav,dana_artillery,1,train
0005_0713s_shot_040_ch4,0005_0713s_shot_040,4,../../BEC/new-dataset/export/0005_0713s_shot_040/gunshot_unknown_40_ch4.wav,dana_artillery,1,train
0005_0735s_shot_042_ch1,0005_0735s_shot_042,1,../../BEC/new-dataset/export/0005_0735s_shot_042/gunshot_unknown_42_ch1.wav,dana_artillery,1,train
0005_0735s_shot_042_ch2,0005_0735s_shot_042,2,../../BEC/new-dataset/export/0005_0735s_shot_042/gunshot_unknown_42_ch2.wav,dana_artillery,1,train
0005_0735s_shot_042_ch3,0005_0735s_shot_042,3,../../BEC/new-dataset/export/0005_0735s_shot_042/gunshot_unknown_42_ch3.wav,dana_artillery,1,train
0005_0735s_shot_042_ch4,0005_0735s_shot_042,4,../../BEC/new-dataset/export/0005_0735s_shot_042/gunshot_unknown_42_ch4.wav,dana_artillery,1,train
0006_0073s_shot_002_ch1,0006_0073s_shot_002,1,../../BEC/new-dataset/export/0006_0073s_shot_002/gunshot_unknown_2_ch1.wav,dana_artillery,1,train
0006_0073s_shot_002_ch2,0006_0073s_shot_002,2,../../BEC/new-dataset/export/0006_0073s_shot_002/gunshot_unknown_2_ch2.wav,dana_artillery,1,train
0006_0073s_shot_002_ch3,0006_0073s_shot_002,3,../../BEC/new-dataset/export/0006_0073s_shot_002/gunshot_unknown_2_ch3.wav,dana_artillery,1,train
0006_0073s_shot_002_ch4,0006_0073s_shot_002,4,../../BEC/new-dataset/export/0006_0073s_shot_002/gunshot_unknown_2_ch4.wav,dana_artillery,1,train
0006_0075s_shot_003_ch1,0006_0075s_shot_003,1,../../BEC/new-dataset/export/0006_0075s_shot_003/gunshot_unknown_3_ch1.wav,dana_artillery,1,train
0006_0075s_shot_003_ch2,0006_0075s_shot_003,2,../../BEC/new-dataset/export/0006_0075s_shot_003/gunshot_unknown_3_ch2.wav,dana_artillery,1,train
0006_0075s_shot_003_ch3,0006_0075s_shot_003,3,../../BEC/new-dataset/export/0006_0075s_shot_003/gunshot_unknown_3_ch3.wav,dana_artillery,1,train
0006_0075s_shot_003_ch4,0006_0075s_shot_003,4,../../BEC/new-dataset/export/0006_0075s_shot_003/gunshot_unknown_3_ch4.wav,dana_artillery,1,train
0011_0191s_shot_009_ch1,0011_0191s_shot_009,1,../../BEC/new-dataset/export/0011_0191s_shot_009/gunshot_unknown_9_ch1.wav,dana_artillery,1,train
0011_0191s_shot_009_ch2,0011_0191s_shot_009,2,../../BEC/new-dataset/export/0011_0191s_shot_009/gunshot_unknown_9_ch2.wav,dana_artillery,1,train
0011_0191s_shot_009_ch3,0011_0191s_shot_009,3,../../BEC/new-dataset/export/0011_0191s_shot_009/gunshot_unknown_9_ch3.wav,dana_artillery,1,train
0011_0191s_shot_009_ch4,0011_0191s_shot_009,4,../../BEC/new-dataset/export/0011_0191s_shot_009/gunshot_unknown_9_ch4.wav,dana_artillery,1,train
0011_0226s_shot_011_ch1,0011_0226s_shot_011,1,../../BEC/new-dataset/export/0011_0226s_shot_011/gunshot_unknown_11_ch1.wav,dana_artillery,1,test
0011_0261s_shot_013_ch1,0011_0261s_shot_013,1,../../BEC/new-dataset/export/0011_0261s_shot_013/gunshot_unknown_13_ch1.wav,dana_artillery,1,val
0011_0296s_shot_016_ch1,0011_0296s_shot_016,1,../../BEC/new-dataset/export/0011_0296s_shot_016/gunshot_unknown_16_ch1.wav,dana_artillery,1,train
0011_0296s_shot_016_ch2,0011_0296s_shot_016,2,../../BEC/new-dataset/export/0011_0296s_shot_016/gunshot_unknown_16_ch2.wav,dana_artillery,1,train
0011_0296s_shot_016_ch3,0011_0296s_shot_016,3,../../BEC/new-dataset/export/0011_0296s_shot_016/gunshot_unknown_16_ch3.wav,dana_artillery,1,train
0011_0296s_shot_016_ch4,0011_0296s_shot_016,4,../../BEC/new-dataset/export/0011_0296s_shot_016/gunshot_unknown_16_ch4.wav,dana_artillery,1,train
0011_0333s_shot_018_ch1,0011_0333s_shot_018,1,../../BEC/new-dataset/export/0011_0333s_shot_018/gunshot_unknown_18_ch1.wav,dana_artillery,1,test
0011_0453s_shot_020_ch1,0011_0453s_shot_020,1,../../BEC/new-dataset/export/0011_0453s_shot_020/gunshot_unknown_20_ch1.wav,dana_artillery,1,train
0011_0453s_shot_020_ch2,0011_0453s_shot_020,2,../../BEC/new-dataset/export/0011_0453s_shot_020/gunshot_unknown_20_ch2.wav,dana_artillery,1,train
0011_0453s_shot_020_ch3,0011_0453s_shot_020,3,../../BEC/new-dataset/export/0011_0453s_shot_020/gunshot_unknown_20_ch3.wav,dana_artillery,1,train
0011_0453s_shot_020_ch4,0011_0453s_shot_020,4,../../BEC/new-dataset/export/0011_0453s_shot_020/gunshot_unknown_20_ch4.wav,dana_artillery,1,train
171236__alukahn__gunshot2_uid-fcn21d,171236__alukahn__gunshot2_uid-fcn21d,1,audio/171236__alukahn__gunshot2_uid-fcn21d.wav,other_gunshot,0,test
371041__morganpurkis__single-gunshot-3_uid-1k053k,371041__morganpurkis__single-gunshot-3_uid-1k053k,1,audio/371041__morganpurkis__single-gunshot-3_uid-1k053k.wav,other_gunshot,0,test
384687__morganpurkis__single-gunshot-42_uid-u9d6r1,384687__morganpurkis__single-gunshot-42_uid-u9d6r1,1,audio/384687__morganpurkis__single-gunshot-42_uid-u9d6r1.wav,other_gunshot,0,test
384689__dobroide__20170318gunshotparadiso_uid-kwsehz,384689__dobroide__20170318gunshotparadiso_uid-kwsehz,1,audio/384689__dobroide__20170318gunshotparadiso_uid-kwsehz.wav,other_gunshot,0,test
384689__dobroide__20170318gunshotparadiso_uid-pjl13d,384689__dobroide__20170318gunshotparadiso_uid-pjl13d,1,audio/384689__dobroide__20170318gunshotparadiso_uid-pjl13d.wav,other_gunshot,0,test
402008__eardeer__gunshot__high_3_uid-4j4q67,402008__eardeer__gunshot__high_3_uid-4j4q67,1,audio/402008__eardeer__gunshot__high_3_uid-4j4q67.wav,other_gunshot,0,test
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-6aezru,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-6aezru,1,audio/402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-6aezru.wav,other_gunshot,0,test
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-byjlki,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-byjlki,1,audio/402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-byjlki.wav,other_gunshot,0,test
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-garl1l,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-garl1l,1,audio/402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-garl1l.wav,other_gunshot,0,test
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-l3ibfo,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-l3ibfo,1,audio/402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-l3ibfo.wav,other_gunshot,0,test
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-qe3eyz,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-qe3eyz,1,audio/402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-qe3eyz.wav,other_gunshot,0,test
405132__fstagi__gunshots_uid-xcyi0z,405132__fstagi__gunshots_uid-xcyi0z,1,audio/405132__fstagi__gunshots_uid-xcyi0z.wav,other_gunshot,0,test
